"Story","Title","Result","Date","Stability","Duration (s)"
"Search for a laptop and buy it","The user is on the application DemoBlaze and wants to buy something","FAILURE","2022-05-09T00:15:31.964+02:00[Europe/Paris]","0.0","33.5"
